member_id,Discount(%off),Frequency,Monetary($),D_z-score,F_z-score,M_z-score,ValueScore,Rank_ValueScore,VS_Level
16172786,32.60%,8,"1,741",0.21,2.92,-0.12,3.0,956.0,Valuable Customer
10795135,0.56%,5,"79,500",-1.17,1.54,1.95,3.0,956.0,Valuable Customer
73249,46.60%,6,"5,211",0.82,2.0,-0.02,3.0,956.0,Valuable Customer
6512567,65.79%,2,"25,998",1.64,0.16,0.53,3.0,956.0,Valuable Customer
17805741,67.55%,4,636,1.72,1.08,-0.15,3.0,956.0,Valuable Customer
10375411,15.70%,4,"70,380",-0.51,1.08,1.7,2.99,971.0,Valuable Customer
6786884,45.85%,6,"6,270",0.79,2.0,0.0,2.99,971.0,Valuable Customer
902635,38.32%,5,"27,876",0.46,1.54,0.58,2.99,971.0,Valuable Customer
8389840,32.64%,7,"12,359",0.22,2.46,0.17,2.99,971.0,Valuable Customer
18071964,91.28%,1,"2,790",2.74,-0.3,-0.09,2.99,971.0,Valuable Customer
1311695,36.84%,6,"18,240",0.4,2.0,0.32,2.98,976.0,Valuable Customer
29538,81.64%,2,"3,746",2.33,0.16,-0.06,2.98,976.0,Valuable Customer
3614837,81.83%,2,"3,598",2.34,0.16,-0.07,2.98,976.0,Valuable Customer
8091859,53.78%,5,"6,720",1.13,1.54,0.02,2.98,976.0,Valuable Customer
10584466,20.80%,5,"51,480",-0.29,1.54,1.2,2.98,976.0,Valuable Customer
314858,80.06%,2,"6,300",2.26,0.16,0.0,2.98,976.0,Valuable Customer
8316942,52.56%,5,"8,586",1.07,1.54,0.07,2.98,976.0,Valuable Customer
14856141,30.87%,8,"2,960",0.14,2.92,-0.08,2.97,983.0,Valuable Customer
17939560,68.80%,3,"9,671",1.77,0.62,0.09,2.97,983.0,Valuable Customer
7278896,3.28%,11,"5,901",-1.05,4.3,-0.01,2.97,983.0,Valuable Customer
13534003,74.20%,3,"2,007",2.01,0.62,-0.11,2.97,983.0,Valuable Customer
12963838,47.03%,6,"4,373",0.84,2.0,-0.05,2.97,983.0,Valuable Customer
8338226,25.21%,3,"68,399",-0.1,0.62,1.65,2.97,983.0,Valuable Customer
7702365,65.75%,3,"13,260",1.64,0.62,0.19,2.96,989.0,Valuable Customer
12504148,52.95%,5,"7,524",1.09,1.54,0.04,2.96,989.0,Valuable Customer
10035671,20.44%,9,"5,410",-0.31,3.38,-0.02,2.96,989.0,Valuable Customer
13899412,50.13%,3,"34,584",0.97,0.62,0.75,2.96,989.0,Valuable Customer
15576211,62.48%,3,"17,997",1.5,0.62,0.31,2.96,989.0,Valuable Customer
14301416,64.87%,4,"2,796",1.61,1.08,-0.09,2.96,989.0,Valuable Customer
15212009,45.98%,6,"5,266",0.79,2.0,-0.02,2.96,989.0,Valuable Customer
16088173,9.12%,3,"89,700",-0.8,0.62,2.22,2.95,996.0,Valuable Customer
14224525,63.96%,2,"26,989",1.57,0.16,0.55,2.95,996.0,Valuable Customer
16863989,44.92%,6,"6,550",0.75,2.0,0.01,2.95,996.0,Valuable Customer
6909541,83.24%,2,798,2.4,0.16,-0.14,2.95,996.0,Valuable Customer
17740689,56.81%,5,"2,148",1.26,1.54,-0.11,2.95,996.0,Valuable Customer
2541279,74.47%,3,"1,174",2.02,0.62,-0.13,2.95,996.0,Valuable Customer
17422903,46.63%,6,"4,399",0.82,2.0,-0.05,2.95,996.0,Valuable Customer
8991946,29.24%,8,"4,752",0.07,2.92,-0.04,2.95,996.0,Valuable Customer
12154676,40.76%,7,622,0.57,2.46,-0.15,2.95,996.0,Valuable Customer
5600769,39.59%,6,"13,729",0.52,2.0,0.2,2.95,996.0,Valuable Customer
12430440,79.88%,2,"5,308",2.25,0.16,-0.02,2.94,1006.0,Valuable Customer
6741913,72.76%,3,"3,225",1.95,0.62,-0.08,2.94,1006.0,Valuable Customer
8177193,73.49%,3,"2,370",1.98,0.62,-0.1,2.94,1006.0,Valuable Customer
11017215,55.22%,5,"3,797",1.19,1.54,-0.06,2.94,1006.0,Valuable Customer
11188565,30.93%,6,"25,299",0.14,2.0,0.51,2.94,1006.0,Valuable Customer
8064144,26.76%,8,"7,484",-0.04,2.92,0.04,2.93,1011.0,Valuable Customer
14106699,69.18%,3,"7,994",1.79,0.62,0.05,2.93,1011.0,Valuable Customer
15282778,56.04%,5,"2,837",1.22,1.54,-0.09,2.93,1011.0,Valuable Customer
9238447,0.00%,6,"66,800",-1.19,2.0,1.61,2.93,1011.0,Valuable Customer
8717997,19.35%,8,"17,717",-0.36,2.92,0.31,2.93,1011.0,Valuable Customer
13119030,54.04%,5,"4,918",1.14,1.54,-0.03,2.92,1016.0,Valuable Customer
17547456,39.26%,5,"25,078",0.5,1.54,0.5,2.92,1016.0,Valuable Customer
8997738,70.78%,3,"5,405",1.86,0.62,-0.02,2.92,1016.0,Valuable Customer
8702004,25.96%,8,"8,508",-0.07,2.92,0.06,2.92,1016.0,Valuable Customer
4410387,0.18%,7,"54,799",-1.18,2.46,1.29,2.92,1016.0,Valuable Customer
17861712,63.94%,4,"3,296",1.57,1.08,-0.08,2.92,1016.0,Valuable Customer
17730396,14.30%,10,947,-0.57,3.84,-0.14,2.92,1016.0,Valuable Customer
722196,81.21%,2,"2,629",2.31,0.16,-0.09,2.91,1023.0,Valuable Customer
14575458,91.40%,1,308,2.75,-0.3,-0.15,2.91,1023.0,Valuable Customer
7303278,91.32%,1,590,2.75,-0.3,-0.15,2.91,1023.0,Valuable Customer
17587355,65.80%,3,"11,697",1.65,0.62,0.15,2.91,1023.0,Valuable Customer
11039844,39.34%,6,"13,175",0.5,2.0,0.19,2.91,1023.0,Valuable Customer
13070203,27.23%,8,"6,680",-0.02,2.92,0.01,2.91,1023.0,Valuable Customer
8915261,39.55%,6,"12,768",0.51,2.0,0.18,2.91,1023.0,Valuable Customer
17769992,81.77%,2,"1,998",2.33,0.16,-0.11,2.91,1023.0,Valuable Customer
18057694,47.53%,6,"1,594",0.86,2.0,-0.12,2.9,1031.0,Valuable Customer
1278012,64.49%,4,"1,960",1.59,1.08,-0.11,2.9,1031.0,Valuable Customer
1777601,53.82%,3,"28,080",1.13,0.62,0.58,2.9,1031.0,Valuable Customer
8021436,53.52%,5,"5,048",1.12,1.54,-0.03,2.9,1031.0,Valuable Customer
13367278,11.28%,10,"4,720",-0.7,3.84,-0.04,2.9,1031.0,Valuable Customer
2466406,81.11%,2,"2,222",2.31,0.16,-0.1,2.9,1031.0,Valuable Customer
3245776,73.42%,3,"1,750",1.97,0.62,-0.12,2.9,1031.0,Valuable Customer
17724302,75.97%,2,"9,660",2.08,0.16,0.09,2.9,1031.0,Valuable Customer
17859131,90.91%,1,440,2.73,-0.3,-0.15,2.89,1039.0,Valuable Customer
6823803,5.60%,7,"46,936",-0.95,2.46,1.08,2.89,1039.0,Valuable Customer
14755311,90.91%,1,440,2.73,-0.3,-0.15,2.89,1039.0,Valuable Customer
5717065,26.82%,6,"29,577",-0.03,2.0,0.62,2.89,1039.0,Valuable Customer
9495914,73.25%,3,"1,335",1.97,0.62,-0.13,2.89,1039.0,Valuable Customer
16824239,52.62%,5,"6,281",1.08,1.54,0.0,2.89,1039.0,Valuable Customer
14537175,89.33%,1,"2,880",2.66,-0.3,-0.09,2.89,1039.0,Valuable Customer
8636328,82.18%,2,998,2.35,0.16,-0.14,2.89,1039.0,Valuable Customer
1816496,90.89%,1,388,2.73,-0.3,-0.15,2.89,1039.0,Valuable Customer
17871394,30.74%,8,"1,309",0.13,2.92,-0.13,2.89,1039.0,Valuable Customer
8960286,90.91%,1,440,2.73,-0.3,-0.15,2.89,1039.0,Valuable Customer
6114229,90.91%,1,440,2.73,-0.3,-0.15,2.89,1039.0,Valuable Customer
17758575,21.34%,9,"2,211",-0.27,3.38,-0.1,2.89,1039.0,Valuable Customer
9016207,82.46%,2,484,2.36,0.16,-0.15,2.88,1052.0,Valuable Customer
6995289,35.82%,7,"5,727",0.35,2.46,-0.01,2.88,1052.0,Valuable Customer
5043824,73.18%,3,"1,137",1.96,0.62,-0.13,2.88,1052.0,Valuable Customer
17235051,56.26%,5,"1,205",1.23,1.54,-0.13,2.88,1052.0,Valuable Customer
6461529,0.00%,6,"65,661",-1.19,2.0,1.58,2.88,1052.0,Valuable Customer
9243005,79.53%,2,"4,422",2.24,0.16,-0.05,2.88,1052.0,Valuable Customer
7069073,90.12%,1,"1,580",2.69,-0.3,-0.12,2.88,1052.0,Valuable Customer
9197985,74.21%,2,"11,475",2.01,0.16,0.14,2.88,1052.0,Valuable Customer
10577481,47.10%,6,"1,752",0.84,2.0,-0.12,2.87,1060.0,Valuable Customer
2203224,72.44%,3,"2,133",1.93,0.62,-0.11,2.87,1060.0,Valuable Customer
515926,21.31%,4,"59,488",-0.27,1.08,1.42,2.87,1060.0,Valuable Customer
9234049,63.50%,4,"2,336",1.55,1.08,-0.1,2.87,1060.0,Valuable Customer
6820846,46.84%,6,"2,052",0.83,2.0,-0.11,2.87,1060.0,Valuable Customer
13614538,38.54%,3,"47,940",0.47,0.62,1.11,2.87,1060.0,Valuable Customer
12703863,42.61%,6,"7,628",0.65,2.0,0.04,2.87,1060.0,Valuable Customer
763415,78.03%,2,"5,998",2.17,0.16,-0.0,2.87,1060.0,Valuable Customer
5665622,0.00%,8,"41,900",-1.19,2.92,0.95,2.86,1068.0,Valuable Customer
5650699,71.45%,3,"3,300",1.89,0.62,-0.08,2.86,1068.0,Valuable Customer
16573551,90.76%,1,110,2.72,-0.3,-0.16,2.86,1068.0,Valuable Customer
4205908,60.84%,3,"17,372",1.43,0.62,0.3,2.86,1068.0,Valuable Customer
3771612,65.25%,2,"22,998",1.62,0.16,0.45,2.86,1068.0,Valuable Customer
15897042,63.97%,4,"1,434",1.57,1.08,-0.12,2.86,1068.0,Valuable Customer
7781170,57.10%,3,"22,222",1.27,0.62,0.43,2.85,1074.0,Valuable Customer
6709387,78.82%,2,"4,290",2.21,0.16,-0.05,2.85,1074.0,Valuable Customer
9924844,68.70%,3,"6,660",1.77,0.62,0.01,2.85,1074.0,Valuable Customer
8561941,2.86%,1,"119,000",-1.07,-0.3,2.99,2.85,1074.0,Valuable Customer
5592245,2.00%,5,"73,500",-1.1,1.54,1.79,2.85,1074.0,Valuable Customer
18067463,22.28%,7,"22,964",-0.23,2.46,0.45,2.85,1074.0,Valuable Customer
9087029,37.33%,7,"2,839",0.42,2.46,-0.09,2.85,1074.0,Valuable Customer
18081657,27.39%,8,"4,792",-0.01,2.92,-0.04,2.85,1074.0,Valuable Customer
8885305,12.33%,10,"1,920",-0.66,3.84,-0.11,2.85,1074.0,Valuable Customer
1581858,90.01%,1,999,2.69,-0.3,-0.14,2.85,1074.0,Valuable Customer
13460657,90.01%,1,999,2.69,-0.3,-0.14,2.85,1074.0,Valuable Customer
11406112,90.02%,1,499,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
1250285,90.10%,1,495,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
8934821,9.40%,3,"86,700",-0.79,0.62,2.14,2.84,1085.0,Valuable Customer
11127518,45.26%,6,"3,525",0.76,2.0,-0.07,2.84,1085.0,Valuable Customer
10524781,69.36%,3,"5,197",1.8,0.62,-0.02,2.84,1085.0,Valuable Customer
7436151,73.98%,2,"10,586",2.0,0.16,0.12,2.84,1085.0,Valuable Customer
8773501,90.10%,1,495,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
12969968,67.57%,2,"19,458",1.72,0.16,0.35,2.84,1085.0,Valuable Customer
7256630,90.00%,1,388,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
17967888,55.87%,4,"12,320",1.22,1.08,0.16,2.84,1085.0,Valuable Customer
166226,62.18%,4,"3,577",1.49,1.08,-0.07,2.84,1085.0,Valuable Customer
11084062,90.02%,1,499,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
17590391,52.81%,5,"4,677",1.09,1.54,-0.04,2.84,1085.0,Valuable Customer
11661759,81.19%,2,897,2.31,0.16,-0.14,2.84,1085.0,Valuable Customer
16345883,32.92%,6,"19,990",0.23,2.0,0.37,2.84,1085.0,Valuable Customer
11255103,60.20%,3,"17,750",1.4,0.62,0.31,2.84,1085.0,Valuable Customer
13816786,66.16%,2,"21,311",1.66,0.16,0.4,2.84,1085.0,Valuable Customer
15165731,23.52%,2,"79,390",-0.18,0.16,1.94,2.84,1085.0,Valuable Customer
7393230,89.98%,1,599,2.69,-0.3,-0.15,2.84,1085.0,Valuable Customer
8915877,17.74%,9,"6,120",-0.43,3.38,-0.0,2.84,1085.0,Valuable Customer
12500908,66.54%,2,"20,312",1.68,0.16,0.38,2.83,1105.0,Valuable Customer
13548667,62.82%,4,"2,320",1.52,1.08,-0.1,2.83,1105.0,Valuable Customer
172052,55.79%,4,"11,999",1.21,1.08,0.16,2.83,1105.0,Valuable Customer
15072933,80.32%,2,"1,960",2.27,0.16,-0.11,2.83,1105.0,Valuable Customer
17801108,64.51%,1,"34,640",1.59,-0.3,0.76,2.83,1105.0,Valuable Customer
11233652,79.38%,2,"3,299",2.23,0.16,-0.08,2.83,1105.0,Valuable Customer
8274295,58.68%,4,"7,916",1.34,1.08,0.05,2.83,1105.0,Valuable Customer
749321,72.00%,3,"1,579",1.91,0.62,-0.12,2.83,1105.0,Valuable Customer
15785496,62.89%,4,"2,360",1.52,1.08,-0.1,2.83,1105.0,Valuable Customer
3533797,55.60%,5,555,1.21,1.54,-0.15,2.83,1105.0,Valuable Customer
3159693,90.00%,1,99,2.69,-0.3,-0.16,2.82,1115.0,Valuable Customer
4661473,66.36%,2,"20,489",1.67,0.16,0.38,2.82,1115.0,Valuable Customer
1720821,78.88%,2,"3,380",2.21,0.16,-0.07,2.82,1115.0,Valuable Customer
14887494,19.23%,9,"3,373",-0.36,3.38,-0.07,2.82,1115.0,Valuable Customer
3208300,35.97%,7,"3,738",0.36,2.46,-0.06,2.82,1115.0,Valuable Customer
5941025,72.30%,3,747,1.93,0.62,-0.14,2.82,1115.0,Valuable Customer
10545253,53.36%,5,"3,535",1.11,1.54,-0.07,2.82,1115.0,Valuable Customer
15379362,90.00%,1,99,2.69,-0.3,-0.16,2.82,1115.0,Valuable Customer
16392248,78.14%,2,"4,587",2.18,0.16,-0.04,2.82,1115.0,Valuable Customer
6198840,66.66%,2,"20,098",1.68,0.16,0.37,2.82,1115.0,Valuable Customer
1032611,72.74%,3,416,1.94,0.62,-0.15,2.82,1115.0,Valuable Customer
1012168,75.53%,2,"8,222",2.06,0.16,0.06,2.82,1115.0,Valuable Customer
6295724,79.95%,2,"1,995",2.26,0.16,-0.11,2.82,1115.0,Valuable Customer
294547,54.10%,5,"2,360",1.14,1.54,-0.1,2.82,1115.0,Valuable Customer
170237,72.17%,3,"1,241",1.92,0.62,-0.13,2.82,1115.0,Valuable Customer
8952327,81.18%,2,376,2.31,0.16,-0.15,2.82,1115.0,Valuable Customer
7144492,90.00%,1,99,2.69,-0.3,-0.16,2.82,1115.0,Valuable Customer
5416638,66.49%,2,"20,248",1.68,0.16,0.37,2.82,1115.0,Valuable Customer
8243406,66.39%,2,"20,298",1.67,0.16,0.38,2.82,1115.0,Valuable Customer
6315460,90.00%,1,12,2.69,-0.3,-0.16,2.82,1115.0,Valuable Customer
16719286,38.23%,7,905,0.46,2.46,-0.14,2.82,1115.0,Valuable Customer
9502783,29.51%,8,"1,008",0.08,2.92,-0.14,2.81,1136.0,Valuable Customer
17765429,89.90%,1,99,2.68,-0.3,-0.16,2.81,1136.0,Valuable Customer
13207945,57.50%,4,"9,010",1.29,1.08,0.08,2.81,1136.0,Valuable Customer
8852216,79.25%,2,"2,822",2.23,0.16,-0.09,2.81,1136.0,Valuable Customer
1525680,75.31%,2,"7,997",2.06,0.16,0.05,2.81,1136.0,Valuable Customer
6055741,65.78%,2,"21,211",1.64,0.16,0.4,2.81,1136.0,Valuable Customer
7181053,63.06%,4,"1,596",1.53,1.08,-0.12,2.81,1136.0,Valuable Customer
17116486,72.48%,2,"11,998",1.93,0.16,0.16,2.81,1136.0,Valuable Customer
9530498,65.71%,2,"20,998",1.64,0.16,0.39,2.8,1144.0,Valuable Customer
16985812,73.88%,2,"9,822",1.99,0.16,0.1,2.8,1144.0,Valuable Customer
9453265,5.45%,10,"10,415",-0.96,3.84,0.11,2.8,1144.0,Valuable Customer
16780211,67.19%,3,"7,178",1.71,0.62,0.03,2.8,1144.0,Valuable Customer
13745822,71.15%,3,"1,869",1.88,0.62,-0.11,2.8,1144.0,Valuable Customer
142554,74.00%,2,"9,480",2.0,0.16,0.09,2.8,1144.0,Valuable Customer
12082283,81.10%,2,226,2.3,0.16,-0.16,2.8,1144.0,Valuable Customer
10116864,20.00%,3,"71,520",-0.33,0.62,1.73,2.8,1144.0,Valuable Customer
3417420,73.88%,2,"9,822",1.99,0.16,0.1,2.8,1144.0,Valuable Customer
17666171,59.79%,4,"5,638",1.39,1.08,-0.01,2.8,1144.0,Valuable Customer
14844552,59.68%,2,"28,989",1.38,0.16,0.61,2.8,1144.0,Valuable Customer
9003897,41.43%,3,"41,997",0.6,0.62,0.95,2.8,1144.0,Valuable Customer
17909451,73.88%,2,"9,822",1.99,0.16,0.1,2.8,1144.0,Valuable Customer
17024116,65.59%,2,"20,989",1.64,0.16,0.39,2.8,1144.0,Valuable Customer
898022,81.10%,2,226,2.3,0.16,-0.16,2.8,1144.0,Valuable Customer
1169557,66.15%,2,"20,579",1.66,0.16,0.38,2.8,1144.0,Valuable Customer
15265037,33.76%,7,"6,684",0.26,2.46,0.01,2.8,1144.0,Valuable Customer
8773253,30.60%,7,"10,657",0.13,2.46,0.12,2.8,1144.0,Valuable Customer
12944955,70.50%,2,"14,589",1.85,0.16,0.22,2.8,1144.0,Valuable Customer
17872409,60.35%,4,"4,901",1.41,1.08,-0.03,2.8,1144.0,Valuable Customer
12491512,80.68%,2,598,2.29,0.16,-0.15,2.8,1144.0,Valuable Customer
17561269,2.97%,10,"13,332",-1.06,3.84,0.19,2.8,1144.0,Valuable Customer
1658329,51.48%,5,"5,384",1.03,1.54,-0.02,2.8,1144.0,Valuable Customer
6297169,80.43%,2,998,2.28,0.16,-0.14,2.8,1144.0,Valuable Customer
4723000,44.53%,6,"3,305",0.73,2.0,-0.08,2.79,1168.0,Valuable Customer
1663987,28.80%,8,"1,068",0.05,2.92,-0.13,2.79,1168.0,Valuable Customer
17990442,74.76%,1,"19,936",2.03,-0.3,0.37,2.79,1168.0,Valuable Customer
16904158,53.27%,5,"2,888",1.11,1.54,-0.09,2.79,1168.0,Valuable Customer
1214338,52.74%,4,"15,009",1.08,1.08,0.24,2.79,1168.0,Valuable Customer
12953721,53.30%,5,"2,758",1.11,1.54,-0.09,2.79,1168.0,Valuable Customer
7111156,79.92%,2,"1,598",2.25,0.16,-0.12,2.79,1168.0,Valuable Customer
12362509,64.83%,2,"21,799",1.6,0.16,0.42,2.79,1168.0,Valuable Customer
17837124,88.88%,1,999,2.64,-0.3,-0.14,2.79,1168.0,Valuable Customer
17753207,54.51%,3,"24,139",1.16,0.62,0.48,2.79,1168.0,Valuable Customer
11382510,19.36%,7,"25,554",-0.36,2.46,0.52,2.79,1168.0,Valuable Customer
791855,70.05%,3,"2,995",1.83,0.62,-0.08,2.79,1168.0,Valuable Customer
15301566,88.88%,1,999,2.64,-0.3,-0.14,2.79,1168.0,Valuable Customer
6244778,80.03%,2,"1,198",2.26,0.16,-0.13,2.79,1168.0,Valuable Customer
2472205,61.26%,4,"3,346",1.45,1.08,-0.07,2.79,1168.0,Valuable Customer
8939901,62.15%,4,"2,362",1.49,1.08,-0.1,2.79,1168.0,Valuable Customer
898652,88.88%,1,999,2.64,-0.3,-0.14,2.79,1168.0,Valuable Customer
13636593,79.90%,2,"1,198",2.25,0.16,-0.13,2.78,1185.0,Valuable Customer
9521088,69.00%,2,"15,998",1.78,0.16,0.26,2.78,1185.0,Valuable Customer
16863667,50.38%,5,"6,350",0.98,1.54,0.01,2.78,1185.0,Valuable Customer
529897,50.08%,5,"6,798",0.97,1.54,0.02,2.78,1185.0,Valuable Customer
5670868,41.49%,3,"41,424",0.6,0.62,0.94,2.78,1185.0,Valuable Customer
12145602,88.96%,1,329,2.64,-0.3,-0.15,2.78,1185.0,Valuable Customer
15679418,54.44%,4,"12,720",1.16,1.08,0.17,2.78,1185.0,Valuable Customer
18070609,60.91%,4,"3,940",1.43,1.08,-0.06,2.78,1185.0,Valuable Customer
10742121,73.85%,2,"9,688",1.99,0.16,0.09,2.78,1185.0,Valuable Customer
14214235,35.68%,6,"14,811",0.35,2.0,0.23,2.78,1185.0,Valuable Customer
10609651,77.04%,2,"4,958",2.13,0.16,-0.03,2.78,1185.0,Valuable Customer
354285,86.88%,1,"3,360",2.55,-0.3,-0.07,2.78,1185.0,Valuable Customer
6286855,69.00%,2,"15,994",1.78,0.16,0.26,2.78,1185.0,Valuable Customer
11399212,79.30%,2,"2,020",2.23,0.16,-0.11,2.78,1185.0,Valuable Customer
15576283,76.32%,2,"6,300",2.1,0.16,0.0,2.78,1185.0,Valuable Customer
8045859,49.42%,5,"7,669",0.94,1.54,0.04,2.78,1185.0,Valuable Customer
4723697,41.13%,6,"7,206",0.58,2.0,0.03,2.77,1201.0,Valuable Customer
7726978,14.16%,7,"32,237",-0.58,2.46,0.69,2.77,1201.0,Valuable Customer
17708256,52.36%,5,"3,297",1.07,1.54,-0.08,2.76,1203.0,Valuable Customer
18118200,88.89%,1,110,2.64,-0.3,-0.16,2.76,1203.0,Valuable Customer
4176231,84.42%,1,"5,999",2.45,-0.3,-0.0,2.76,1203.0,Valuable Customer
7487198,69.62%,3,"3,150",1.81,0.62,-0.08,2.76,1203.0,Valuable Customer
13870497,26.74%,8,"3,619",-0.04,2.92,-0.07,2.76,1203.0,Valuable Customer
8116205,87.47%,1,"1,980",2.58,-0.3,-0.11,2.76,1203.0,Valuable Customer
9441009,84.42%,1,"5,999",2.45,-0.3,-0.0,2.76,1203.0,Valuable Customer
9082607,77.14%,2,"4,499",2.13,0.16,-0.04,2.76,1203.0,Valuable Customer
14287651,61.51%,4,"2,198",1.46,1.08,-0.1,2.76,1203.0,Valuable Customer
15349693,1.70%,4,"83,280",-1.12,1.08,2.05,2.76,1203.0,Valuable Customer
586511,87.47%,1,"1,980",2.58,-0.3,-0.11,2.76,1203.0,Valuable Customer
9237383,61.39%,4,"2,278",1.46,1.08,-0.1,2.76,1203.0,Valuable Customer
16556005,36.92%,3,"47,139",0.4,0.62,1.09,2.76,1203.0,Valuable Customer
14078492,2.27%,11,"1,721",-1.09,4.3,-0.12,2.76,1203.0,Valuable Customer
6083724,9.24%,7,"38,390",-0.79,2.46,0.86,2.76,1203.0,Valuable Customer
7628038,54.95%,4,"11,284",1.18,1.08,0.14,2.76,1203.0,Valuable Customer
8725156,62.22%,4,"1,496",1.49,1.08,-0.12,2.76,1203.0,Valuable Customer
18100081,9.45%,2,"95,800",-0.78,0.16,2.38,2.76,1203.0,Valuable Customer
16965317,80.14%,2,548,2.26,0.16,-0.15,2.76,1203.0,Valuable Customer
1185653,87.47%,1,"1,980",2.58,-0.3,-0.11,2.76,1203.0,Valuable Customer
9147486,84.42%,1,"5,999",2.45,-0.3,-0.0,2.76,1203.0,Valuable Customer
17277336,87.47%,1,"1,980",2.58,-0.3,-0.11,2.76,1203.0,Valuable Customer
7133415,36.85%,6,"12,473",0.4,2.0,0.17,2.76,1203.0,Valuable Customer
8001669,82.84%,1,"8,580",2.38,-0.3,0.06,2.76,1203.0,Valuable Customer
8262956,84.42%,1,"5,999",2.45,-0.3,-0.0,2.76,1203.0,Valuable Customer
10355291,14.97%,7,"30,506",-0.55,2.46,0.65,2.75,1228.0,Valuable Customer
16652932,53.15%,2,"36,732",1.1,0.16,0.81,2.75,1228.0,Valuable Customer
2929564,0.00%,3,"96,930",-1.19,0.62,2.41,2.75,1228.0,Valuable Customer
3442258,78.37%,2,"2,336",2.19,0.16,-0.1,2.75,1228.0,Valuable Customer
15169582,41.57%,6,"6,234",0.6,2.0,0.0,2.75,1228.0,Valuable Customer
8060942,69.67%,3,"2,799",1.81,0.62,-0.09,2.75,1228.0,Valuable Customer
18075914,67.38%,2,"17,450",1.71,0.16,0.3,2.75,1228.0,Valuable Customer
8362080,8.90%,5,"61,931",-0.81,1.54,1.48,2.75,1228.0,Valuable Customer
8654699,72.62%,2,"10,230",1.94,0.16,0.11,2.75,1228.0,Valuable Customer
7240185,76.88%,2,"4,440",2.12,0.16,-0.04,2.75,1228.0,Valuable Customer
17901777,59.51%,3,"16,764",1.37,0.62,0.28,2.75,1228.0,Valuable Customer
9129674,9.71%,3,"83,700",-0.77,0.62,2.06,2.75,1228.0,Valuable Customer
6740870,88.13%,1,711,2.61,-0.3,-0.14,2.75,1228.0,Valuable Customer
17858892,86.97%,1,"2,111",2.56,-0.3,-0.11,2.74,1241.0,Valuable Customer
17960587,40.31%,4,"30,800",0.55,1.08,0.65,2.74,1241.0,Valuable Customer
3694472,71.67%,2,"11,560",1.9,0.16,0.14,2.74,1241.0,Valuable Customer
17183612,88.15%,1,588,2.61,-0.3,-0.15,2.74,1241.0,Valuable Customer
8898830,0.00%,7,"50,660",-1.19,2.46,1.18,2.74,1241.0,Valuable Customer
4165768,60.51%,4,"3,146",1.42,1.08,-0.08,2.74,1241.0,Valuable Customer
14756843,77.91%,2,"2,598",2.17,0.16,-0.09,2.74,1241.0,Valuable Customer
13079172,71.54%,3,74,1.89,0.62,-0.16,2.74,1241.0,Valuable Customer
10831413,80.11%,2,278,2.26,0.16,-0.16,2.74,1241.0,Valuable Customer
6675432,70.14%,3,"2,065",1.83,0.62,-0.11,2.74,1241.0,Valuable Customer
9000360,10.17%,1,"106,000",-0.75,-0.3,2.65,2.74,1241.0,Valuable Customer
18038110,52.51%,5,"2,816",1.07,1.54,-0.09,2.74,1241.0,Valuable Customer
6777614,52.60%,5,"2,228",1.08,1.54,-0.1,2.74,1241.0,Valuable Customer
17932412,88.15%,1,588,2.61,-0.3,-0.15,2.74,1241.0,Valuable Customer
12360315,71.50%,2,"11,422",1.89,0.16,0.14,2.73,1255.0,Valuable Customer
18095248,61.32%,4,"1,996",1.45,1.08,-0.11,2.73,1255.0,Valuable Customer
16082295,78.67%,2,"1,698",2.2,0.16,-0.12,2.73,1255.0,Valuable Customer
5440210,9.39%,10,"3,088",-0.79,3.84,-0.08,2.73,1255.0,Valuable Customer
8764895,42.35%,6,"4,652",0.63,2.0,-0.04,2.73,1255.0,Valuable Customer
533064,53.93%,5,645,1.13,1.54,-0.15,2.73,1255.0,Valuable Customer
15849853,57.97%,4,"6,502",1.31,1.08,0.01,2.73,1255.0,Valuable Customer
16086481,87.37%,1,755,2.58,-0.3,-0.14,2.72,1262.0,Valuable Customer
1365437,70.51%,3,805,1.85,0.62,-0.14,2.72,1262.0,Valuable Customer
15127178,71.25%,2,"11,500",1.88,0.16,0.14,2.72,1262.0,Valuable Customer
18004042,87.51%,1,899,2.58,-0.3,-0.14,2.72,1262.0,Valuable Customer
17428705,88.02%,1,599,2.6,-0.3,-0.15,2.72,1262.0,Valuable Customer
17062432,46.41%,5,"10,306",0.81,1.54,0.11,2.72,1262.0,Valuable Customer
17987037,88.15%,1,199,2.61,-0.3,-0.16,2.72,1262.0,Valuable Customer
15849576,60.06%,2,"26,598",1.4,0.16,0.54,2.72,1262.0,Valuable Customer
6293149,60.06%,2,"26,598",1.4,0.16,0.54,2.72,1262.0,Valuable Customer
9072378,47.89%,5,"8,528",0.87,1.54,0.06,2.72,1262.0,Valuable Customer
7427316,53.26%,2,"35,979",1.1,0.16,0.79,2.72,1262.0,Valuable Customer
12704942,58.43%,3,"17,188",1.33,0.62,0.29,2.72,1262.0,Valuable Customer
