member_id,Discount(%off),Frequency,Monetary($),D_z-score,F_z-score,M_z-score,ValueScore,Rank_ValueScore,VS_Level
9236252,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
5156746,0.00%,1,"2,446",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7922508,0.00%,1,"2,520",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
1841405,0.00%,1,"2,190",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
894081,0.00%,1,"2,550",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
8624250,0.00%,1,"2,390",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17980961,0.00%,1,"2,199",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
1559877,0.00%,1,"2,280",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
16747197,0.00%,1,"2,180",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
18103792,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
18091747,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
14554951,0.00%,1,"2,503",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7103205,0.00%,1,"2,543",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
14261672,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
481920,0.00%,1,"2,480",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17914018,0.00%,1,"2,211",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17154896,0.00%,1,"2,180",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
12323174,0.00%,1,"2,400",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
13291077,0.00%,1,"2,550",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
13953433,0.00%,1,"2,280",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
12609324,0.00%,1,"2,250",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17823362,0.00%,1,"2,499",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
1246908,0.00%,1,"2,190",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7450950,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
3110820,-2.09%,1,"4,890",-1.28,-0.3,-0.03,-1.94,32245.0,Potential Customer
17714354,0.00%,1,"2,300",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
2775077,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17714461,0.00%,1,"2,380",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
14351256,0.00%,1,"2,500",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17714595,0.00%,1,"2,280",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7441662,0.00%,1,"2,490",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7098927,0.00%,1,"2,280",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
14299197,0.00%,1,"2,280",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
6066024,0.00%,1,"2,480",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
14384454,0.00%,1,"2,250",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
4138942,0.00%,1,"2,390",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
15492393,0.00%,1,"2,488",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
7604886,0.00%,1,"2,180",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
958416,0.00%,1,"2,390",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
16346651,0.00%,1,"2,400",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
17609474,0.00%,1,"2,550",-1.19,-0.3,-0.1,-1.94,32245.0,Potential Customer
18084638,0.00%,1,"1,968",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12731926,0.00%,1,"2,088",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9220575,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1439554,0.00%,1,"1,999",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15539415,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6206533,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17234717,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15192316,0.00%,1,"2,100",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17007577,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17239198,0.00%,1,"2,000",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7887097,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
321001,0.00%,1,"1,840",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13863450,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
3248106,0.00%,1,"1,937",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7792923,0.00%,1,"2,120",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8026943,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16700160,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16492131,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11299937,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12782324,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17737972,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10824509,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2693235,0.00%,1,"1,950",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15894601,0.00%,1,"2,100",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15206173,0.00%,1,"1,999",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17941070,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8072885,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2285932,0.00%,1,"1,988",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12388022,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1233239,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8489952,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12415636,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5829043,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1056627,0.00%,1,"1,995",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8022846,0.00%,1,"2,050",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8022727,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
3334064,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14222899,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10282291,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17617113,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16314430,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6019858,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15818755,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17955910,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7314263,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8887803,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
329967,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5523437,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1551563,0.00%,1,"2,086",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17769820,0.00%,1,"1,888",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2832676,0.00%,1,"2,040",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14234999,0.00%,1,"1,912",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6133528,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8000741,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2742950,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12413873,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16244061,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15388144,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1196779,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13969098,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16626486,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1554863,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12405728,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12941790,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5603338,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10784679,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7913433,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10689928,0.00%,1,"2,102",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10850047,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6691938,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
889485,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16941628,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8061421,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1242495,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6619199,0.00%,1,"1,962",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1246237,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12871801,0.00%,1,"2,146",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8854882,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7916196,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14768005,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6858495,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17073778,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15448977,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
191879,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12964356,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8957774,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5693506,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14842112,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1566997,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11322736,0.00%,1,"2,000",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
4187161,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8921378,0.00%,1,"2,048",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9218363,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
421568,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10835454,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
4074108,0.00%,1,"1,839",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11365334,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17619974,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1006762,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12778912,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18070926,0.00%,1,"2,088",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1471674,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
3269556,0.00%,1,"2,100",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15417266,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13930995,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18075004,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
683412,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8060529,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8874425,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
4874756,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10826613,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12852299,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8505267,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11359322,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1023734,0.00%,1,"1,884",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
3292045,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
393038,0.00%,1,"2,100",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12402174,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17936736,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1671404,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16366994,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11629717,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18061063,0.00%,1,"1,920",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17800248,0.00%,1,"1,968",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5900092,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12609540,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17827450,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7622418,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
824576,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
3484118,0.00%,1,"1,840",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15610585,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18113724,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6779217,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6472112,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11930695,0.00%,1,"1,908",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1083597,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2960792,0.00%,1,"1,920",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18099153,0.00%,1,"1,850",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1080609,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13595619,0.00%,1,"2,048",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10034472,0.00%,1,"2,080",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15497002,0.00%,1,"2,125",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7590871,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7590814,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
73643,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1340880,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1337372,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10733114,0.00%,1,"1,950",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7636490,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7103619,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7642450,0.00%,1,"2,115",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1363554,0.00%,1,"2,025",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17162697,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9165048,0.00%,1,"1,872",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15772811,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7238798,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15619966,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13674332,0.00%,1,"1,999",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15222465,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8335867,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10485098,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7655745,0.00%,1,"2,150",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9299010,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16784136,0.00%,1,"2,012",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5406567,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11103560,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9517577,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11751595,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8805440,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1154711,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17325541,0.00%,1,"2,097",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8338512,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17902048,0.00%,1,"2,000",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17977729,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7649430,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6464948,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14574464,0.00%,1,"1,908",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6261071,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9858461,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16269823,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9795531,0.00%,1,"1,920",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17696329,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16330162,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13464929,0.00%,1,"1,918",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15263434,0.00%,1,"2,000",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16426072,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
943815,0.00%,1,"1,839",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14118734,0.00%,1,"1,872",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15267120,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6756570,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11690634,0.00%,1,"1,940",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17693155,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13485950,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10984182,0.00%,1,"1,999",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17984359,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9103975,0.00%,1,"1,950",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14456597,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11978121,0.00%,1,"1,799",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7512164,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1302407,0.00%,1,"1,872",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13511035,0.00%,1,"1,800",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8203752,0.00%,1,"1,940",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17517291,0.00%,1,"1,850",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17859897,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5638571,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
521213,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10025302,0.00%,1,"1,836",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8594374,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9128626,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11002645,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
505049,0.00%,1,"2,005",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12301072,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6769341,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17509183,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12576450,0.00%,1,"1,920",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7488394,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2565866,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6057895,0.00%,1,"1,861",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
15062673,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8740298,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5984885,0.00%,1,"1,860",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7565794,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
17810404,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14498142,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9081618,0.00%,1,"2,166",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
9133466,0.00%,1,"1,950",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12564606,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10031933,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
12289057,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7049859,1.32%,1,150,-1.13,-0.3,-0.16,-1.95,32445.0,Potential Customer
9310402,0.00%,1,"1,999",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
5416687,0.00%,1,"1,900",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11666602,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
4316069,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1086876,0.00%,1,"1,899",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1287278,0.00%,1,"1,990",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
13678649,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
11409518,0.00%,1,"1,872",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6949872,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
2857921,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16047624,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
7122828,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
1916438,0.00%,1,"1,980",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
6463268,0.00%,1,"1,890",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
8837243,0.00%,1,"2,120",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
10001645,0.00%,1,"1,880",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
18025936,0.00%,1,"2,090",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
16833783,0.00%,1,"1,920",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
14330521,0.00%,1,"1,839",-1.19,-0.3,-0.11,-1.95,32445.0,Potential Customer
